Theme,DataPoints,Unit_of_Measurement,Agartala,Agra,Ahmedabad,Aizawl,Ajmer,Aligarh,Allahabad,Amaravati,Amritsar,Aurangabad,Bareilly,Belgaum,Bengaluru,Bhopal,Bhubaneswar,Biharsharif,Bilaspur,Chandigarh,Chennai,Coimbatore,Dahod,Davangere,Dehradun,Dharamshala,Diu,Erode,Faridabad,Gandhinagar,Gangtok,Guwahati,Gwalior,Hubli_Dharwad,Imphal,Indore,Itanagar,Jabalpur,Jaipur,Jalandhar,Jammu,Jhansi,Kakinada,Kalyan_Dombivali,Kanpur,Karimnagar,Karnal,Kavaratti,Kohima,Kota,Lucknow,Ludhiana,Madurai,Mangalore,Moradabad,Muzaffarpur,Nagpur,Namchi,Nashik,Naya_Raipur,NDMC,New_Town_Kolkata,Panaji,Pasighat,Patna,Pimpri_Chinchwad,Portblair,Puducherry,Pune,Raipur,Rajkot,Ranchi,Rourkela,Sagar,Saharanpur,Salem,Satna,Shimla,Silvassa,Solapur,Srinagar,Surat,Thane,Thanjavur,Thoothukudi,Tiruchirappalli,Tirunelveli,Tirupati,Tiruppur,Tiruvanantapuram,Tumakuru,Udaipur,Ujjain,Vadodara,Varanasi,Vellore,Visakhapatnam,Warangal,Ref-Year
Energy,Built-up area of green buildings certified,meters sq,NULL,4575.3818,19898.51,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6582830,30946.8388,NULL,22,NULL,12960,4831370,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4446806,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,239432.68,NULL,29389.03,18792.15,NULL,61285.76,NULL,4000,NULL,40019,4000,NULL,NULL,NULL,195949.53,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,28023.75,115376.9,NULL,NULL,NULL,NULL,NULL,NULL,2500,5.13,NULL,80.97,NULL,NULL,NULL,57647.6362,NULL,2019
Energy,Total Built-up area of all buildings completed,meters sq,NULL,NULL,19898.51,NULL,9147,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6582830,276717.3717,NULL,23,NULL,303014004.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,315887.32,NULL,NULL,10299034.34,NULL,NULL,NULL,23484.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,150648.43,NULL,818575.485,498307.806,NULL,2117314,NULL,6000,NULL,614380,4000,NULL,NULL,NULL,4982000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18000000,2475160,437998.321,NULL,NULL,NULL,NULL,8000000,NULL,168266.5,5.13,NULL,NULL,NULL,NULL,9615464.64,57647.6362,NULL,2019
Mobility,Number of CNG Buses,Number,98,170,403,NULL,NULL,NULL,NULL,17,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,84,NULL,NULL,NULL,NULL,NULL,NULL,56,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1043,NULL,NULL,NULL,NULL,NULL,260,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,457,NULL,NULL,1974,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,103,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,39,104,2,NULL,NULL,NULL,2019
Mobility,Number of LPG Buses,Number,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019
Mobility,Number of Hybrid Buses,Number,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019
Mobility,Number of Biofuels Buses,Number,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019
Mobility,Number of Electric Buses,Number,NULL,NULL,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,30,NULL,NULL,NULL,NULL,NULL,NULL,15,NULL,NULL,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,40,1,NULL,NULL,NULL,NULL,NULL,NULL,50,NULL,NULL,3,NULL,NULL,NULL,10,40,NULL,150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,30,NULL,NULL,20,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019
Mobility,Number of any other non-fossil fuel Buses,Number,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019
Mobility,Total no. of buses in fleet under Public Transport in city,Number,173,170,995,1108,203,NULL,119,73,95,67,385,56,6504,287,200,23,50,354,3557,690,NULL,45,245,645,6,153,115,NULL,NULL,225,3,3425,NULL,313,40,118,293,NULL,NULL,NULL,NULL,218,1489,24,NULL,NULL,NULL,NULL,300,NULL,621,423,NULL,NULL,332,NULL,200,102,NULL,410,NULL,NULL,4798,789,164,226,1974,165,100,31,35,NULL,NULL,NULL,NULL,308,384,200,3436,741,467,1067,320,91,455,500,624,359,NULL,8,589,150,130,773,611,145,2019
Mobility,Total Average daily ridership,Number,NULL,12630,725000,NULL,NULL,NULL,17000,43235,NULL,13500,45500,0.97,924179,150000,60000,NULL,15000,108934,3200000,900000,NULL,36132,NULL,NULL,1974,1640,3549,NULL,25,36600,NULL,10000,1750,275000,25,35000,167000,NULL,NULL,NULL,33648,42000,37280,709,50000,NULL,NULL,5750,26000,35000,5.23,15913,105000,17312,148002,NULL,313260,8629,NULL,1215.57,NULL,NULL,1000,413943.6,11543,200312,1006463,30587,46087,3596,10000,NULL,NULL,128743,NULL,90000,NULL,NULL,944456,235660,1283504,2131,260026,4000,25025,190000,2456,28000,NULL,2000,1264,145000,12978.02,8945,569000,204000,2019
Mobility,Population of current year,Number,637324,1800000,6600540,293416,542321,1321579,1696800,107418,NULL,1437058,1028000,507568,13000000,2936831,939818.2,123,567493,1147000,7523337,1978000,94578,583232,803983,65082,57261,546978,1438855,NULL,100286,NULL,1367474,943788,305772,2521938,40,1440034,3769785,961097,607181,601105,349709,1518762,3250000,306020,410000,12186,99039,1375228,3453902,1618879,1573616,550089,1055397,354462,2736827,12190,1772118,60692,NULL,80134,NULL,NULL,2000000,2542600,140572,1554000,4296699,1256583,1508933,1.488,361717,430562,830000,939690,33500,235000,168931,951558,1300000,6637995,2068701,222943,372408,1059313,474838,411686,1020000,1012119,NULL,515177,597649,2000000,1316968,569167,1881952,941240,2019
Mobility,Length of footpath of city,km,NULL,11.4,730,4.7,25,NULL,12.6,4.8,NULL,NULL,NULL,13598.48,3880,52.3,43.08,NULL,9.66,43.53,685,77,6.8,18,80.82,NULL,NULL,3.94,51.42,NULL,12.66,NULL,68,NULL,57.38,1702,0,20,2407,NULL,30.15,NULL,73,NULL,23.6,8,50,NULL,162.9,32.05,351,NULL,156.928,50.33,193.8,86,443.9,7,65.602,91.42,453.92,407.2,NULL,NULL,500,69.45,260,NULL,716.47,86.59,180,1684,NULL,NULL,0.4,5.36,32,76.5,NULL,NULL,325,1834,1275,NULL,4.5,56.31,2800,29.1,4.734,46,NULL,63,51.8,120.739,21.2,6,34.12,13,2019
Mobility,Length of Cycle network,km,NULL,NULL,71,NULL,1,NULL,2.3,NULL,NULL,NULL,NULL,0,30.83,32,40,NULL,NULL,218.07,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,51.42,NULL,NULL,NULL,6,NULL,NULL,56,0,15,NULL,NULL,NULL,NULL,16,NULL,NULL,NULL,10,NULL,NULL,NULL,83.15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.75,76.94,19,5.9076,NULL,NULL,NULL,19.8,NULL,NULL,73,2.18,22,1684,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,46.22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.5,2,NULL,2.4,NULL,NULL,NULL,2019
Mobility,Length of major road network,km,NULL,1242.78,2470,NULL,497,95.225,85,128.13,340.49,1546,944.16,40.61,1940,1020,550,NULL,150,1280.67,6377,2888.07,9.29,NULL,379.036,23.205,40.03,590.19,1549.26,NULL,48.92,171.3,1455,NULL,251.3,851,350,811,3877,1766,2513.86,1722,70.05,NULL,153.47,14.5,85,35.99,108.6,912.71,3700.26,1500,100.046,76.05,97.3,550,500,30.7,65.6,201.5,230.38,194.8,103,NULL,2600,1228.25,72.295,729.55,1398.65,260.91,2690,842,NULL,134,1859.5,63.465,54,63.84,722,NULL,1421,684.53,366,302.44,607.85,79.21,168020,42.1,1332.84,80,NULL,1585,350,78.2,118.75,32.75,2014.7,151.95,2019
Mobility,Number of manual stations,Number,NULL,6,NULL,5,NULL,NULL,NULL,9,2,3,3,0,21,6,5,1,1,5,8,3,NULL,2,3,2,NULL,15,1,2,1,6,2,2,1,3,2,2,4,4,3,2,4,7,5,1,NULL,1,2,6,7,4,3,1,2,1,4,1,4,NULL,1,1,1,NULL,NULL,NULL,1,3,0,NULL,3,1,2,2,2,1,2,2,2,NULL,5,10,3,NULL,NULL,5,NULL,4,NULL,NULL,1,3,3,5,5,3,55,NULL,2019
Mobility,Number of continuous ambient air quality monitoring stations,Number,1,1,50,5,1,NULL,5,2,1,1,3,0,7,1,10,11,1,2,4,1,NULL,1,NULL,NULL,NULL,NULL,1,1,1,1,3,1,1,4,0,2,4,1,NULL,NULL,NULL,2,1,NULL,NULL,NULL,2,1,4,1,3,1,1,1,11,1,1,1,1,2,NULL,NULL,1,3,NULL,NULL,10,NULL,20,1,4,1,NULL,NULL,NULL,2,2,NULL,NULL,2,1,NULL,1,2,NULL,1,1,5,NULL,5,1,NULL,15,1,55,2,2019
Mobility,Number of continuous emission monitoring systems,Number,NULL,1,50,5,NULL,NULL,NULL,NULL,NULL,1,3,0,NULL,NULL,10,1,1,1,NULL,54,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,1,6,2,1,2,4,0,2,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,24,4,6,3,NULL,1,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,13,0,NULL,20,1,20,1,4,NULL,NULL,2,2,NULL,NULL,NULL,1,NULL,NULL,7,NULL,NULL,NULL,NULL,4,1,1,NULL,1,1,55,NULL,2019
Urban Planning,Linking of early warning systems and Weather Forecasting System to Integrated Command and Control Centres (ICCC),Categorial,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,
Urban Planning,Open space in current assessment year,km sq,983.63,12.969,NULL,NULL,0.77,0.177,5,168.84,1.868,NULL,36.75,8.0019,NULL,29.25,1.54,3.51,8.29,12.82,NULL,3.64,NULL,5.39,9.2817,NULL,14.093,0.741438,NULL,NULL,2.019,52.99,365,NULL,NULL,48.17,3.04,2.1,NULL,10.3,33.32,0.2364,5.84,4.98,NULL,0.158,1.73,0.09,102.32,126.57,NULL,NULL,27.46,2.6235,7.6,1.88,35.68,NULL,1.26,18.19,NULL,1.998,1.417115,4.39,3.2,117.14,0.48,NULL,NULL,75.94,0.733,26,2.81,NULL,9.2431,0.978,3.128,NULL,0.03,NULL,325.75,84.76,68.55,1.91,36.14,NULL,1.21,0.14,0.1917,1.21,3040200,30.59,NULL,26,9.3678,0.32,1152,11.005,2019
Urban Planning,Water bodies cover in current year,km sq,570,0.0681,NULL,NULL,3.75,6.167,26,32.07,2.098,NULL,0.4216,1.3135,NULL,38.4464,2.99,3.98,19.21,3.5,NULL,10.303,0.004927,1.66,11.8381,NULL,1.512,0.012648,0.65815547,NULL,19.822,10.35,25,NULL,108,9.1,17.12,4.91,NULL,0.07,40.41,0.611,1.15,1.38,NULL,NULL,3,0.0057,0.92,8.41,NULL,NULL,30.51,187.1715,2.69,0.75,3.47,NULL,9.55,5.73,NULL,2.12965,0.0299305,4.91,1.06,2.95,0.69,NULL,NULL,3.86,2.592,4.3,24.26,1.63,418660,9.43,0.289,NULL,0.28,NULL,45.54,21.31,14.06,0.40931,0.5964,NULL,2.97,1.13,1.0977,5.18,3850800,9.52,NULL,1.2,2.43,20.41,204,20.208,2019
Urban Planning,Open space 10 years ago,km sq,NULL,4.196,8.5,NULL,0.56,0.177,12,172.04,1.868,NULL,0.4216,3.69,NULL,9.02,NULL,5.38,7.32,NULL,NULL,NULL,NULL,10.68,9.2817,NULL,NULL,0.703318,NULL,NULL,NULL,37.28,127.13,NULL,NULL,12.87,3.04,1.42,NULL,1.15,31.42,NULL,7.43,3.19,NULL,NULL,1.73,0.09,103.36,13.3,NULL,NULL,32.47,4748,5.4,2.5,52.22,NULL,1.45,NULL,NULL,1.998,1.488883,5.5,7.98,117.14,0.48,NULL,NULL,NULL,0.5,24.3,NULL,NULL,9.2431,0.97,3.128,NULL,NULL,NULL,263,85.48,66.93,1.91,45,NULL,0.973,0.25,0.1336,8.91,3040200,30.59,NULL,NULL,9.3678,0.32,1152,11.005,10
Urban Planning,Water bodies cover 10 years ago,km sq,NULL,NULL,NULL,NULL,3.22,6.167,32,31.18,2.098,NULL,0.4216,1.636,NULL,NULL,NULL,5.38,7.68,3.1,NULL,10.303,NULL,1.66,11.8381,NULL,NULL,0.012648,NULL,NULL,NULL,22.34,25,NULL,NULL,9.2,17.12,6.42,NULL,0.1,40.41,NULL,1.35,1.38,NULL,NULL,3,0.0057,0.9221,5.62,NULL,NULL,33.46,187.1715,1.13,1.25,3.18,NULL,9.55,2.34,NULL,1.088,0.0299305,8.9,2.88,2.95,0.69,NULL,NULL,4.4218,2.36,4.1,NULL,1.63,418660,9.43,0.289,NULL,NULL,NULL,30.28,21.08,14.05,0.40931,0.5964,NULL,3.01,1.22,0.086,0.5,3850800,9.52,NULL,1.2,2.43,20.41,204,20.208,10
Urban Planning,Open space in the existing masterplan,km sq,NULL,12.969,1.7,NULL,12.46,NULL,5,43.84,1.868,NULL,36.75,8.0019,NULL,29.25,NULL,NULL,36.69,12.82,NULL,4.0319,NULL,5.39,9.2817,NULL,NULL,0.741438,NULL,NULL,NULL,37.28,365,NULL,NULL,48.17,3.04,1.7,NULL,1.15,33.32,NULL,19.4,8.32,68.47,0.158,1.73,0.09,NULL,13.3,NULL,NULL,NULL,2.6235,7.6,1.88,4.97,NULL,1.45,21.37,NULL,1.998,1.417115,4.39,3.2,117.14,0.48,NULL,NULL,75.94,0.516,58,2.81,NULL,9.2431,0.973,3.128,NULL,0.03,NULL,373.45,0,72.57,1.91,36.14,0.01,0.973,0.14,0.1917,1.21,3040200,30.59,NULL,26,9.3678,0.32,1152,11.005,
Urban Planning,Water bodies cover according to the existing masterplan,km sq,NULL,0.0681,17.3,NULL,3.65,NULL,26,19.63,2.098,NULL,0.4216,1.3135,NULL,38.4464,NULL,NULL,19.22,3.5,NULL,4.13,0.004927,1.39,11.8381,NULL,3.86,0.012648,NULL,NULL,NULL,10.35,25,NULL,NULL,9.1,17.12,6.42,NULL,0.07,40.41,NULL,9.6,1.38,NULL,NULL,3,0.0057,NULL,5.7,NULL,NULL,NULL,187.1715,2.69,0.75,NULL,NULL,9.55,2.34,NULL,2.12965,0.0299305,4.91,1.06,2.95,0.69,NULL,NULL,3.86,2.738,15.6,24.26,1.63,418660,9.43,0.289,NULL,0.28,NULL,98.25,0,14.05,0.40931,0.596,24.0329,2.97,1.13,1.0977,5.18,3850800,9.52,NULL,1.2,2.43,20.41,204,20.208,
Urban Planning,Open space in the previous masterplan,km sq,NULL,4.196,NULL,NULL,3.4,NULL,8,43.84,1.868,NULL,16.5,3.69,NULL,9.02,NULL,NULL,11.87,NULL,NULL,4.0319,NULL,1.63,2.26,NULL,NULL,0.703318,NULL,NULL,NULL,14.3,127.13,NULL,NULL,12.87,3.04,1.42,NULL,NULL,31.42,NULL,11.8,8.32,31.49,NULL,1.73,0.09,NULL,NULL,NULL,NULL,NULL,4748,5.4,2.5,NULL,NULL,1.45,21.37,NULL,1.998,1.417115,6.5,7.98,117.14,NULL,NULL,NULL,NULL,0.516,0.21,NULL,NULL,NULL,0.978,3.128,NULL,NULL,NULL,126,0,8.64,1.91,45,NULL,0.973,0.25,0.1336,8.91,3040200,39.14,NULL,NULL,11.86,1.01,1152,11.005,
Urban Planning,Water bodies cover according to the previous masterplan,km sq,NULL,NULL,NULL,NULL,3.36,NULL,30,19.63,2.098,NULL,0.4216,1.638,NULL,NULL,NULL,NULL,8.24,NULL,NULL,4.13,NULL,1.39,12.9588,NULL,NULL,0.012648,NULL,NULL,NULL,22.34,25,NULL,NULL,9.2,17.12,3.45,NULL,NULL,40.41,NULL,1.4164,1.38,0.52,NULL,3,0.0057,NULL,NULL,NULL,NULL,NULL,187.1715,1.3,1.25,NULL,NULL,9.55,2.34,NULL,1.088,0.0299305,8.9,2.88,2.95,NULL,NULL,NULL,NULL,2.36,3.7,NULL,1.63,NULL,9.43,0.289,NULL,NULL,NULL,45.54,0,0.57,0.40931,0.596,NULL,2.97,1.22,0.086,0.5,3850800,7.7,NULL,1.2,7.49,23.31,204,20.208,
Urban Planning,Open space in current assessment year,km sq,983.63,12.969,NULL,NULL,NULL,NULL,5,168.84,1.868,NULL,36.75,NULL,NULL,29.25,NULL,3.51,NULL,12.82,NULL,3.64,NULL,5.39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,48.17,3.04,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.73,NULL,NULL,NULL,NULL,NULL,27.46,NULL,NULL,1.88,NULL,NULL,1.45,18.19,NULL,1.998,NULL,NULL,NULL,117.14,NULL,NULL,NULL,NULL,0.73,NULL,NULL,NULL,NULL,NULL,3.128,NULL,NULL,NULL,325.75,84.76,68.55,1.91,NULL,NULL,1.21,0.14,0.1917,1.21,NULL,NULL,NULL,NULL,NULL,0.32,NULL,NULL,2019
Urban Planning,Water bodies cover in current year,km sq,570,0.0681,NULL,NULL,NULL,NULL,26,32.07,2.098,NULL,0.4216,NULL,NULL,38.4464,NULL,3.98,NULL,0.02,NULL,10.303,NULL,1.66,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9.1,17.12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,30.51,NULL,NULL,0.75,NULL,NULL,9.55,5.73,NULL,2.12965,NULL,NULL,NULL,2.95,NULL,NULL,NULL,NULL,2.59,NULL,NULL,NULL,NULL,NULL,0.289,NULL,NULL,NULL,45.54,21.31,14.06,0.40931,NULL,NULL,2.97,1.13,1.0977,5.18,NULL,NULL,NULL,NULL,NULL,20.41,NULL,NULL,2019
Urban Planning,Open space for the last  assessment year,km sq,NULL,12.969,NULL,NULL,NULL,NULL,5,168.84,1.868,NULL,36.75,NULL,NULL,9.02,NULL,4.5,NULL,12.82,NULL,3.64,NULL,5.39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,48.17,3.04,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,27.46,NULL,NULL,1.88,NULL,NULL,1.45,18.19,NULL,1.998,NULL,NULL,NULL,117.14,NULL,NULL,NULL,NULL,0.7,NULL,NULL,NULL,NULL,NULL,3.128,NULL,NULL,NULL,263,84.76,66.93,1.91,NULL,NULL,0.973,0.14,0.1917,1.21,NULL,NULL,NULL,NULL,NULL,0.32,NULL,NULL,2018
Urban Planning,Water bodies cover for the last year,km sq,NULL,0.0681,NULL,NULL,NULL,NULL,26,32.07,2.098,NULL,36.75,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,10.303,NULL,1.66,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9.1,17.12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,30.51,NULL,NULL,0.75,NULL,NULL,9.55,5.73,NULL,2.12965,NULL,NULL,NULL,2.95,NULL,NULL,NULL,NULL,2.36,NULL,NULL,NULL,NULL,NULL,0.289,NULL,NULL,NULL,30.28,21.31,14.05,0.40931,NULL,NULL,3.01,1.13,1.0977,5.18,NULL,NULL,NULL,NULL,NULL,20.41,NULL,NULL,2018
Urban Planning,Total green cover in city,km sq,NULL,9.6,21.92,71.783,3.08,0.0114,NULL,168.84,10.398,NULL,36.5,28,NULL,1020,NULL,23,8.29,57.03,64.06,0.3798195,0.01296,NULL,NULL,16.7,0.02,0.273374,2.608269,NULL,13.05,82.45,349.87,NULL,13.04,48.17,1.53,31.31,NULL,7.9356,33.32,NULL,4.95,18.7,68.47,0.059,9.23,4.1145,90.55,28.9,365,6.89,NULL,10479,6.9,0.86,27.96,4.46,53.87,28.38,17.08,3.458,NULL,33.25,2.53,59.7,18.0674,NULL,46.08,2.77,68.21,59.2,8.14,400000,9.2413,596.1789,0.115,8.6,NULL,62.33,197,130.95,68.55,NULL,NULL,58.65,42.52,2.8,0.26,30.22,418800,24.41,15.1,26.5,10.06,0.32,158.25,44.79,2019
Urban Planning,Total area of city,km sq,3544,141,466,157.57,87.5,63.99,82,217,139.58,170,106,94.08,NULL,2772,162.27,23.5,29.78,114,426,257.04,6.6172,77.12,13197.878,27.6,17.81,109.52,208,NULL,19.2,328,423.35,202,800,276,51,263.49,467,110,189.48,170,31.69,116.08,328.08,23.85,68.88,4.22,120.01,527,2528,158.99,147.997,132.45,75,26.58,227.32,7.15,267.48,80.13,42.7,29.57038,8.12,75.55,109,177,41.22,19.46,332.17,175.5,129.21,175,53.3,10252,73.72,5205.3,71.67,35.34,6.36,180.7,1979,326.515,128.23,36.33,90.66,167.23,108.65,27.44,159.35,215.86,48.21,457,157,159.95,79.79,87.915,620,407.77,2019
Urban Planning,Number native tree species,Number,NULL,16,618000,386,11,35,NULL,34,NULL,NULL,25,30,NULL,NULL,19,NULL,2,50,NULL,NULL,60,NULL,NULL,NULL,NULL,9178,NULL,NULL,NULL,40,152,NULL,305,43,85,19,NULL,30,31,NULL,NULL,172798,94,NULL,2,1,42,NULL,NULL,11,27,41379,20,52,133,NULL,181,56,NULL,21,NULL,3,300,101,0,NULL,111,100,56,7,14,28,NULL,NULL,35,26,NULL,NULL,70,37,151,NULL,450,32,48257,15,38,NULL,NULL,NULL,164,13,458,12634,46,104,2019
Urban Planning,Total number of tree species,Number,NULL,NULL,25,474,23,50,NULL,47,NULL,NULL,35,162,NULL,NULL,19,NULL,2,150,2260000,NULL,60,NULL,NULL,NULL,NULL,9178,60628.26,NULL,NULL,NULL,615,NULL,500,94,85,933,NULL,50,NULL,NULL,NULL,243523,101,NULL,21,7,60,NULL,NULL,11,64,41379,2000,75,150,NULL,257,56,NULL,50,NULL,85,498,184,0,NULL,418,53,90,NULL,14,NULL,NULL,NULL,75,35,NULL,NULL,357,137,295,NULL,450,36,73471,50,115,NULL,NULL,NULL,182,151,1015,60377,65,104,2019
Urban Planning,Number of individuals of native species,Number,NULL,NULL,25,NULL,NULL,NULL,NULL,11354,NULL,NULL,NULL,18.51851852,NULL,NULL,60000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,176915,85,NULL,NULL,60000,31,NULL,NULL,72,NULL,NULL,NULL,164808,NULL,NULL,NULL,82188,27,39045,NULL,125,1818322,NULL,1648103,1191849,NULL,10000,NULL,NULL,NULL,NULL,NULL,NULL,425844,NULL,287000,NULL,386853,NULL,NULL,NULL,360,NULL,NULL,NULL,70,143474,238912,NULL,NULL,NULL,48257,NULL,288326,NULL,NULL,NULL,NULL,299096,NULL,2,64125,1198562,2019
Urban Planning,Total number of individuals of all tree species,Number,NULL,NULL,618048,NULL,NULL,NULL,NULL,14562,NULL,NULL,NULL,18.51851852,NULL,NULL,60000,NULL,NULL,331822,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,280479,85,NULL,NULL,90000,NULL,NULL,NULL,194,NULL,NULL,NULL,170083,NULL,NULL,NULL,82188,64,41379,NULL,150,2143838,NULL,4795103,1191849,NULL,22800,NULL,NULL,NULL,2500000,NULL,NULL,418,NULL,433000,NULL,386853,NULL,31180,NULL,375,NULL,NULL,NULL,357,715391,455070,NULL,NULL,NULL,73471,NULL,514245,NULL,NULL,NULL,NULL,367239,NULL,12634,26486,1198562,2019
